Waterbody Name,Waterbody ID Code (WBIC),Invasive Species
Unnamed,5038562,Rusty Crayfish
Unnamed,5038651,Rusty Crayfish
Unnamed,5038760,Rusty Crayfish
Unnamed,5038785,Rusty Crayfish
Unnamed,5038803,Rusty Crayfish
Unnamed,5038838,Rusty Crayfish
Unnamed,5038845,Rusty Crayfish
Unnamed,5038915,Rusty Crayfish
Unnamed,5038929,Rusty Crayfish
Unnamed,5038969,Rusty Crayfish
Unnamed,5039022,Rusty Crayfish
Unnamed,5039042,Rusty Crayfish
Unnamed,5039065,Rusty Crayfish
Unnamed,5039088,Rusty Crayfish
Unnamed,5039141,Rusty Crayfish
Unnamed,5573782,Phragmites (non-native)
Unnamed,5576561,Rusty Crayfish
Vermont Creek,1249200,New Zealand Mudsnail
Iron County (61),,
Bass Lake,2306200,Purple Loosestrife
Benson Lake,2327100,Banded Mystery Snail
Boulder Lake,2338300,Banded Mystery Snail
Circle Lily Lake,2326700,Rusty Crayfish
Cominski Creek,2947700,Rusty Crayfish
Echo Lake,2301800,"Banded Mystery Snail, Chinese Mystery Snail"
Fisher Lake,2307300,"Banded Mystery Snail, Chinese Mystery Snail"
Fishtrap Lake,2343200,Banded Mystery Snail
Flambeau River,2225000,Eurasian Water-Milfoil
Gile Flowage,2942300,"Banded Mystery Snail, Chinese Mystery Snail, Spiny Waterflea"
Grand Portage Lake,2314100,"Banded Mystery Snail, Eurasian Water-Milfoil, Yellow Iris"
Island Creek,2337700,Banded Mystery Snail
Island Lake,2334400,Banded Mystery Snail
Island Lake,2945500,Banded Mystery Snail
Lake Superior,2751220,Rainbow Smelt
Lake of the Falls,2298300,"Banded Mystery Snail, Chinese Mystery Snail"
Little Pike Lake,2313100,Banded Mystery Snail
Little Turtle River,2312800,Eurasian Water-Milfoil
Long Lake,2303500,"Eurasian Water-Milfoil, Yellow Iris"
Long Lake Creek,2302500,Eurasian Water-Milfoil
Manitowish Lake,2329400,Banded Mystery Snail
Manitowish River,2324400,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish"
McDermott Lake,2296500,Yellow Iris
Mercer Lake,2313600,"Banded Mystery Snail, Yellow Iris"
Montreal River,2940300,"Purple Loosestrife, Rusty Crayfish, Spiny Waterflea"
O&#39;Brien Lake,2928400,"Banded Mystery Snail, Chinese Mystery Snail"
Papoose Creek,2327800,Banded Mystery Snail
Pardee Creek,2307400,Banded Mystery Snail
Pardee Lake,2308000,Banded Mystery Snail
Pike Lake,2299900,"Curly-Leaf Pondweed, Yellow Iris"
Pine Lake,2949200,"Purple Loosestrife, Rusty Crayfish"
Rest Lake,2327500,Banded Mystery Snail
Rice Lake,2300600,"Banded Mystery Snail, Curly-Leaf Pondweed"
Sandy Beach Lake,2316100,Spiny Waterflea
Spider Lake,2306300,"Chinese Mystery Snail, Purple Loosestrife"
Spider Lake,2329300,Banded Mystery Snail
Springstead Creek,2263500,"Curly-Leaf Pondweed, Yellow Iris"
Stone Lake,2267200,Yellow Iris
Stone Lake,2328800,Banded Mystery Snail
Sturgeon Lake,2327200,Banded Mystery Snail
Superior Falls Flowage,2940600,Spiny Waterflea
Trout River,2329500,Banded Mystery Snail
Trude Lake,2295200,"Banded Mystery Snail, Chinese Mystery Snail"
Turtle Flambeau Flowage,2294900,"Eurasian Water-Milfoil, Purple Loosestrife"
Turtle River,2297900,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Purple Loosestrife, Yellow Iris"
Tyler Fks,2923100,Banded Mystery Snail
Unnamed,2314200,Eurasian Water-Milfoil
Unnamed,2341000,Banded Mystery Snail
Unnamed,2343300,Banded Mystery Snail
Unnamed,2928600,Banded Mystery Snail
Unnamed,2942100,Spiny Waterflea
Unnamed,2942400,Banded Mystery Snail
Unnamed,2942500,Banded Mystery Snail
Unnamed,2949600,Purple Loosestrife
Unnamed,5501633,Purple Loosestrife
Unnamed,5581165,Eurasian Water-Milfoil
Upper Springstead Lake,2267100,Curly-Leaf Pondweed
Vance Lake,2327300,Banded Mystery Snail
Weber Lake,2045600,Chinese Mystery Snail
Weber Lake,2909000,"Chinese Mystery Snail, Eurasian Water-Milfoil, Purple Loosestrife"
West Fork Montreal River,2941600,"Banded Mystery Snail, Spiny Waterflea"
Jackson County (20),,
Arbutus Lake*,1727700,Phragmites (non-native)
Halls Creek,1710600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Perry Creek,1706400,Rusty Crayfish
Trow Lake (L Merrillan Pond),1711500,"Chinese Mystery Snail, Curly-Leaf Pondweed"
Unnamed,1713700,Purple Loosestrife
Unnamed,3000281,Phragmites (non-native)
Unnamed,5547758,Purple Loosestrife
Unnamed,5552008,Phragmites (non-native)
Unnamed,5552090,Phragmites (non-native)
Unnamed,5552119,Phragmites (non-native)
Unnamed,5552121,Phragmites (non-native)
Unnamed,5552125,Phragmites (non-native)
Unnamed,5552127,Phragmites (non-native)
Unnamed,5552142,Phragmites (non-native)
Unnamed,5552152,Phragmites (non-native)
Unnamed,5552163,Phragmites (non-native)
Unnamed,5552180,Phragmites (non-native)
Unnamed,5552187,Phragmites (non-native)
Unnamed,5552195,Phragmites (non-native)
Wazee Lake,1670030,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Jefferson County (44),,
Allen Creek,813300,"Purple Loosestrife, Rusty Crayfish"
Ashippun River,853800,Rusty Crayfish
Bark River,813500,"Curly-Leaf Pondweed, Phragmites (non-native), Purple Loosestrife, Rusty Crayfish"
Blue Spring Lake,819800,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Spiny Naiad, Yellow Iris"
Crawfish River,829700,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish, Zebra Mussel"
Golden Lake,775900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Starry Stonewort, Zebra Mussel"
Hoopers Millpond,830300,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish, Zebra Mussel"
Johnson Creek,846700,"Curly-Leaf Pondweed, Rusty Crayfish"
Koshkonong Creek,808800,Rusty Crayfish
Lac La Belle,848800,Asiatic Clam (Corbicula)
Lake Koshkonong,808700,"Curly-Leaf Pondweed, Flowering Rush, Zebra Mussel"
Lake Ripley,809600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Mud Lake,830800,Curly-Leaf Pondweed
Oconomowoc River,848200,"Asiatic Clam (Corbicula), Curly-Leaf Pondweed, Reed Manna Grass, Rusty Crayfish, Zebra Mussel"
Red Cedar Lake,813100,Purple Loosestrife
Rock Creek,830100,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish, Spiny Naiad, Yellow Iris, Zebra Mussel"
Rock Lake,830700,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Spiny Naiad, Yellow Iris, Zebra Mussel"
Rock River,788800,"Eurasian Water-Milfoil, Flowering Rush, Purple Loosestrife, Rusty Crayfish, Yellow Iris"
Rome Mill Pond,824400,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
Spring Lake,820800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
Stony Brook,837600,"Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Unnamed,809500,"Chinese Mystery Snail, Curly-Leaf Pondweed, Zebra Mussel"
Unnamed,824500,Purple Loosestrife
Unnamed,830600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Yellow Iris"
Unnamed,837700,Reed Manna Grass
Unnamed,853700,Reed Manna Grass
Unnamed,4000015,"Banded Mystery Snail, Spiny Naiad, Yellow Iris"
Unnamed,5033535,Curly-Leaf Pondweed
Unnamed,5034408,Reed Manna Grass
Unnamed,5034524,Purple Loosestrife
Unnamed,5034688,Purple Loosestrife
Unnamed,5034716,Reed Manna Grass
Unnamed,5035196,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish, Zebra Mussel"
Unnamed,5035204,Reed Manna Grass
Unnamed,5035411,"Chinese Mystery Snail, Eurasian Water-Milfoil, Rusty Crayfish, Zebra Mussel"
Unnamed,5035899,Phragmites (non-native)
Unnamed,5037657,Phragmites (non-native)
Unnamed,5037693,Phragmites (non-native)
Unnamed,5037738,Phragmites (non-native)
Unnamed,5037979,Rusty Crayfish
Unnamed,5038000,Rusty Crayfish
Unnamed,5573917,Reed Manna Grass
Unnamed,5575756,Phragmites (non-native)
Whitewater Creek,813900,"Eurasian Water-Milfoil, Rusty Crayfish"
Juneau County (22),,
Baraboo River,1271100,Curly-Leaf Pondweed
Castle Rock Lake,1345700,"Eurasian Water-Milfoil, Zebra Mussel"
Cranberry Creek,1354800,Rusty Crayfish
Crossman Creek,1286700,Rusty Crayfish
Decorah Lake,1304600,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Dell Creek,1295200,Curly-Leaf Pondweed
Delton Lake,1295400,Curly-Leaf Pondweed
Eagle Nest Flowage ,1315000,Curly-Leaf Pondweed
Gilmore Creek,1299800,Phragmites (non-native)
Lemonweir River,1301700,"Chinese Mystery Snail, Rusty Crayfish"
Mirror Lake,1296000,Curly-Leaf Pondweed
New Lisbon Lake,1306000,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Petenwell Lake,1377100,"Eurasian Water-Milfoil, Zebra Mussel"
Sprague-Mather Flowage,1348600,Curly-Leaf Pondweed
Unnamed,1297100,Curly-Leaf Pondweed
Unnamed,1297700,Curly-Leaf Pondweed
Unnamed,1298000,Curly-Leaf Pondweed
Unnamed,5028617,Curly-Leaf Pondweed
Unnamed,5029283,Curly-Leaf Pondweed
West Branch Baraboo River,1288400,Rusty Crayfish
Wisconsin River,1179900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish, Zebra Mussel"
Yellow River,1352800,Rusty Crayfish
Kenosha County (79),,
Benedict Lake,743900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Zebra Mussel"
Benet Lake,734800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Brighton Creek,737400,Rusty Crayfish
Camp Lake,747100,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Starry Stonewort, Zebra Mussel"
Center Lake,747300,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Cross Lake,746500,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Des Plaines River,734000,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
East Branch Nippersink Creek,743400,Hybrid Eurasian / Northern Water-Milfoil
Elizabeth Lake,742800,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Fox River,742500,"Purple Loosestrife, Rusty Crayfish"
George Lake,735100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Phragmites (non-native), Purple Loosestrife"
Hooker Lake,738400,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Kenosha Harbor,22,Eurasian Water-Milfoil
Lake Andrea,733850,"Asiatic Clam (Corbicula), Brittle Waternymph, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native), Zebra Mussel"
Lake Mary,743000,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Lake Michigan,20,"Eurasian Water-Milfoil, Zebra Mussel"
Lake Shangrila,734700,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Zebra Mussel"
Lilly Lake,740900,"Banded Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil"
Montgomery Lake,738200,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Purple Loosestrife"
New Munster Creek,748900,Purple Loosestrife
North Branch Pike River,1900,"Round Goby, Rusty Crayfish"
Paddock Lake,737900,"Asiatic Clam (Corbicula), Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Faucet Snail, Purple Loosestrife, Zebra Mussel"
Palmer Creek,748300,Purple Loosestrife
Petrified Springs Park Pond,1800,Round Goby
Pike Creek,1200,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Pike River,1300,"Round Goby, Rusty Crayfish"
Pike River,5039530,Round Goby
Powers Lake,744200,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Zebra Mussel"
Rock Lake,746000,"Eurasian Water-Milfoil, Purple Loosestrife"
Silver Lake,747900,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Starry Stonewort, Zebra Mussel"
South Branch Pike River,2500,"Round Goby, Rusty Crayfish"
Spring Brook,750400,Rusty Crayfish
Tombeau Lake,743800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Zebra Mussel"
Unnamed,600,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Unnamed,1350,"Curly-Leaf Pondweed, Round Goby"
Unnamed,1400,Round Goby
Unnamed,1500,Round Goby
Unnamed,2100,Round Goby
Unnamed,2200,Round Goby
Unnamed,2300,Round Goby
Unnamed,2400,Round Goby
Unnamed,2450,Round Goby
Unnamed,2600,Round Goby
Unnamed,2700,Round Goby
Unnamed,2800,Round Goby
Unnamed,2825,Round Goby
Unnamed,734900,"Hybrid Eurasian / Northern Water-Milfoil, Phragmites (non-native), Purple Loosestrife"
Unnamed,738900,"Hybrid Eurasian / Northern Water-Milfoil, Phragmites (non-native)"
Unnamed,5039642,Round Goby
Unnamed,5040046,Round Goby
Unnamed,5040156,Round Goby
Unnamed,5040181,Round Goby
Unnamed,5040259,Round Goby
Unnamed,5040327,Round Goby
Unnamed,5040395,Round Goby
Unnamed,5040437,Round Goby
Unnamed,5040442,Round Goby
Unnamed,5040489,Round Goby
Unnamed,5040492,Round Goby
Unnamed,5040515,Round Goby
Unnamed,5040635,Round Goby
Unnamed,5040691,Round Goby
Unnamed,5040732,Round Goby
Unnamed,5040764,Round Goby
Unnamed,5040874,Round Goby
Unnamed,5041356,Round Goby
Unnamed,5041474,Round Goby
Unnamed,5041522,Round Goby
Unnamed,5041760,Zebra Mussel
Unnamed,5041983,Starry Stonewort
Unnamed,5579518,Round Goby
Unnamed,5579612,Round Goby
Unnamed,5580065,Eurasian Water-Milfoil
Unnamed,5580295,Round Goby
Unnamed,5580375,Phragmites (non-native)
Unnamed,5580576,Zebra Mussel
Unnamed,5580782,Starry Stonewort
Vern Wolf Lake,739100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Phragmites (non-native)"
Voltz Lake,746300,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Kewaunee County (23),,
Ahnapee River,94800,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native), Rusty Crayfish"
Black Creek,88300,Rusty Crayfish
Casco Creek,91600,Rusty Crayfish
East Alaska Lake,94200,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Yellow Iris"
East Twin River,84000,Rusty Crayfish
Green Bay,70,Eurasian Water-Milfoil
Heidmann Lake,85200,"Eurasian Water-Milfoil, Phragmites (non-native)"
Jambo Creek,84300,Rusty Crayfish
Kewaunee River,90700,"Curly-Leaf Pondweed, Faucet Snail, Purple Loosestrife, Rusty Crayfish"
Krohns Lake,94700,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Ornamental water lilies (non-native Nymphaea sp.)"
Lake Michigan,20,"Eurasian Water-Milfoil, Zebra Mussel"
Neshota River,88200,"Banded Mystery Snail, Rusty Crayfish"
Red River,101000,Phragmites (non-native)
Rio Creek,95200,Rusty Crayfish
Scarboro Creek,91000,"Curly-Leaf Pondweed, Rusty Crayfish"
School Creek,92200,Rusty Crayfish
Shea Lake,85400,"Curly-Leaf Pondweed, Eurasian Water-Milfoil"
Silver Creek,94900,Rusty Crayfish
Stony Creek,96100,"Round Goby, Rusty Crayfish"
Threemile Creek,94600,Rusty Crayfish
Unnamed,92500,Rusty Crayfish
Unnamed,5590725,"Round Goby, Rusty Crayfish"
West Alaska Lake,94300,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Phragmites (non-native), Purple Loosestrife"
La Crosse County (26),,
Black River,1676700,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Faucet Snail, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Water Hyacinth, Zebra Mussel"
Black River Channel,727300,"Eurasian Water-Milfoil, Faucet Snail, Water Hyacinth, Zebra Mussel"
Bostwick Creek,1650900,Curly-Leaf Pondweed
Burns Creek,1653600,Purple Loosestrife
Coon Creek,1643500,Curly-Leaf Pondweed
Dutch Creek,1654100,"Curly-Leaf Pondweed, Purple Loosestrife"
La Crosse River,1650200,"Curly-Leaf Pondweed, Japanese knotweed (Fallopia japonica), Purple Loosestrife, Zebra Mussel"
La Plume Slough,727100,"Eurasian Water-Milfoil, Purple Loosestrife, Water Hyacinth, Zebra Mussel"
Lake Onalaska,728100,"Curly-Leaf Pondweed, Eurasian Water-Milfoil, Faucet Snail, Hybrid Eurasian / Northern Water-Milfoil, Purple Loosestrife, Water Hyacinth, Yellow Iris"
Long Lake,728400,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Faucet Snail, Zebra Mussel"
Mississippi River ,721000,"Eurasian Water-Milfoil, Faucet Snail, Purple Loosestrife, Water Hyacinth, Zebra Mussel"
Mormon Creek,1648300,"Curly-Leaf Pondweed, Purple Loosestrife"
Neshonoc Lake,1653500,"Curly-Leaf Pondweed, Japanese knotweed (Fallopia japonica), Purple Loosestrife"
Richmond Bay,727800,"Eurasian Water-Milfoil, Faucet Snail, Zebra Mussel"
Round Lake,728500,Curly-Leaf Pondweed
Swift Creek,5587971,Zebra Mussel
Unnamed,1649450,Water Hyacinth
Unnamed,5025527,Purple Loosestrife
Unnamed,5561953,Purple Loosestrife
Unnamed,5561990,Curly-Leaf Pondweed
Unnamed,5562004,Curly-Leaf Pondweed
Unnamed,5581278,Purple Loosestrife
Unnamed,5581288,Purple Loosestrife
Unnamed,5589855,Purple Loosestrife
West Channel,727200,Zebra Mussel
Wigwam Slough,726550,"Eurasian Water-Milfoil, Faucet Snail"
Lafayette County (38),,
Canon Creek,904500,Rusty Crayfish
Cottage Inn Branch,927100,Curly-Leaf Pondweed
Fever River,935500,Curly-Leaf Pondweed
McClintock Creek,902700,"Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Mineral Point Br,927900,"Curly-Leaf Pondweed, Rusty Crayfish"
Otter Creek,923300,"Japanese Hops, Japanese knotweed (Fallopia japonica)"
Pecatonica River,889100,"Japanese Hops, Japanese knotweed (Fallopia japonica)"
Sawmill Creek,906000,Rusty Crayfish
Unnamed,903500,Purple Loosestrife
Unnamed,904700,"Curly-Leaf Pondweed, Rusty Crayfish"
Unnamed,905000,"Curly-Leaf Pondweed, Rusty Crayfish"
Unnamed,5038562,Rusty Crayfish
Unnamed,5038651,Rusty Crayfish
Unnamed,5038760,Rusty Crayfish
Unnamed,5038785,Rusty Crayfish
Unnamed,5038803,Rusty Crayfish
Unnamed,5038838,Rusty Crayfish
Unnamed,5038845,Rusty Crayfish
Unnamed,5038913,Rusty Crayfish
Unnamed,5038915,Rusty Crayfish
Unnamed,5038925,Rusty Crayfish
Unnamed,5038929,Rusty Crayfish
Unnamed,5038969,Rusty Crayfish
Unnamed,5039022,Rusty Crayfish
Unnamed,5039042,Rusty Crayfish
Unnamed,5039065,Rusty Crayfish
Unnamed,5039088,Rusty Crayfish
Unnamed,5039141,Rusty Crayfish
Unnamed,5039192,Rusty Crayfish
Unnamed,5039213,Rusty Crayfish
Unnamed,5039340,Purple Loosestrife
Unnamed,5577975,Rusty Crayfish
Unnamed,5578037,Rusty Crayfish
Unnamed,5578115,Rusty Crayfish
Unnamed,5578126,Rusty Crayfish
Unnamed,5578127,Rusty Crayfish
Yellowstone Lake,903700,"Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Yellowstone River,902500,"Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Langlade County (54),,
Ada Lake,417300,"Banded Mystery Snail, Chinese Mystery Snail"
Antigo Lake (Kellog Pond),1441100,"Banded Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish, Yellow Iris"
Big Twin Lake,182200,"Chinese Mystery Snail, Eurasian Water-Milfoil"
Boulder Lake,491800,"Banded Mystery Snail, Eurasian Water-Milfoil"
Deep Wood Lake,1445100,Purple Loosestrife
Dodge Lake,184800,Phragmites (non-native)
Dynamite Lake,1451700,Rusty Crayfish
East Branch Eau Claire River,1442200,"Curly-Leaf Pondweed, Purple Loosestrife, Rusty Crayfish"
Eau Claire River,1437600,Curly-Leaf Pondweed
Enterprise Lake,1579700,"Chinese Mystery Snail, Curly-Leaf Pondweed, Eurasian Water-Milfoil, Rusty Crayfish"
Hilger Lake,187700,"Banded Mystery Snail, Chinese Mystery Snail"
Hunting River,383400,Rusty Crayfish
Jessie Lake,188700,"Banded Mystery Snail, Phragmites (non-native), Purple Loosestrife, Rusty Crayfish"
Kimball Lake,993800,Chinese Mystery Snail
Lawrence Lake,997300,Chinese Mystery Snail
Lily River,370900,Rusty Crayfish
Lower Post Lake,397100,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife, Rusty Crayfish"
Lower Wolf Lake,1450600,Rusty Crayfish
Mable Lake,192000,Eurasian Water-Milfoil
Mary Creek,495800,Phragmites (non-native)
Mary Lake,496300,"Banded Mystery Snail, Phragmites (non-native)"
McCaslin Brook,463600,Rusty Crayfish
Middle Br Embarrass River,310700,Rusty Crayfish
Moccasin Lake,1005600,"Banded Mystery Snail, Chinese Mystery Snail, Purple Loosestrife"
Moose Lake,337600,"Chinese Mystery Snail, Rusty Crayfish"
Mueller Lake,194000,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed"
Noboken Lake,1008000,Purple Loosestrife
North Neva Lake,1007200,Chinese Mystery Snail
Otter Lake,387200,"Purple Loosestrife, Rusty Crayfish"
Otter Lake,1009200,Purple Loosestrife
Phlox Pond,336400,"Rusty Crayfish, Yellow Iris"
Pickerel Creek,387300,"Curly-Leaf Pondweed, Rusty Crayfish"
Pickerel Lake,388100,"Banded Mystery Snail, Chinese Mystery Snail, Eurasian Water-Milfoil, Hybrid Eurasian / Northern Water-Milfoil, Rusty Crayfish"
Pine River,1475800,Rusty Crayfish
Plover River,1402800,Rusty Crayfish
Prairie River,1481200,Rusty Crayfish
Red River,326600,"Chinese Mystery Snail, Rusty Crayfish, Yellow Iris"
Rolling Stone Lake,389300,"Banded Mystery Snail, Chinese Mystery Snail, Curly-Leaf Pondweed, Rusty Crayfish"
Rose Lake,494200,"Banded Mystery Snail, Rusty Crayfish"
Sawyer Lake,198100,"Banded Mystery Snail, Eurasian Water-Milfoil, Phragmites (non-native), Purple Loosestrife, Rusty Crayfish, Yellow Iris"
South Branch Oconto River,480900,Rusty Crayfish
South Neva Lake,1015200,"Banded Mystery Snail, Chinese Mystery Snail"
Spring Brook,1440800,"Banded Mystery Snail, Rusty Crayfish, Yellow Iris"
